segment_id,translation-en-sujato,comment-en-sujato,section_num_long,level_1,level_2,level_3,level_4,level_5
dn15:31.5,"When there’s no feeling at all, with the cessation of feeling, would the thought “I am this” occur there?’” ",,15:31.5,15,31,5,0,0
dn15:31.6,"“No, sir.” ",,15:31.6,15,31,6,0,0
dn15:31.7,“That’s why it’s not acceptable to regard self as that which is liable to feel. ,,15:31.7,15,31,7,0,0
dn15:32.1, ,,15:32.1,15,32,1,0,0
dn15:32.2,"Not regarding anything in this way, they don’t grasp at anything in the world. ",,15:32.2,15,32,2,0,0
dn15:32.3,"Not grasping, they’re not anxious. Not being anxious, they personally become extinguished. ",,15:32.3,15,32,3,0,0
dn15:32.4,"They understand: ‘Rebirth is ended, the spiritual journey has been completed, what had to be done has been done, there is no return to any state of existence.’ ",,15:32.4,15,32,4,0,0
dn15:32.5,It wouldn’t be appropriate to say that a mendicant whose mind is freed like this holds the following views: ,,15:32.5,15,32,5,0,0
dn15:32.6,‘A Realized One exists after death’; ,,15:32.6,15,32,6,0,0
dn15:32.7,‘A Realized One doesn’t exist after death’; ,,15:32.7,15,32,7,0,0
dn15:32.8,‘A Realized One both exists and doesn’t exist after death’; ,,15:32.8,15,32,8,0,0
dn15:32.9,‘A Realized One neither exists nor doesn’t exist after death’. ,,15:32.9,15,32,9,0,0
dn15:32.10,Why is that? ,,15:32.10,15,32,10,0,0
dn15:32.11,A mendicant is freed by directly knowing this: how far language and the scope of language extend; how far terminology and the scope of terminology extend; how far description and the scope of description extend; how far wisdom and the sphere of wisdom extend; how far the cycle of rebirths and its continuation extend. It wouldn’t be appropriate to say that a mendicant freed by directly knowing this holds the view: ‘There is no such thing as knowing and seeing.’ ,,15:32.11,15,32,11,0,0
dn15:33.0,5. Planes of Consciousness,,15:33.0,15,33,0,0,0
dn15:33.1,"Ānanda, there are seven planes of consciousness and two dimensions. ",,15:33.1,15,33,1,0,0
dn15:33.2,What seven? ,,15:33.2,15,33,2,0,0
dn15:33.3,"There are sentient beings that are diverse in body and diverse in perception, such as human beings, some gods, and some beings in the underworld. ",,15:33.3,15,33,3,0,0
dn15:33.4,This is the first plane of consciousness. ,,15:33.4,15,33,4,0,0
dn15:33.5,"There are sentient beings that are diverse in body and unified in perception, such as the gods reborn in Brahmā’s Host through the first absorption. ",,15:33.5,15,33,5,0,0
dn15:33.6,This is the second plane of consciousness. ,,15:33.6,15,33,6,0,0
dn15:33.7,"There are sentient beings that are unified in body and diverse in perception, such as the gods of streaming radiance. ",,15:33.7,15,33,7,0,0
dn15:33.8,This is the third plane of consciousness. ,,15:33.8,15,33,8,0,0
dn15:33.9,"There are sentient beings that are unified in body and unified in perception, such as the gods replete with glory. ",,15:33.9,15,33,9,0,0
dn15:33.10,This is the fourth plane of consciousness. ,,15:33.10,15,33,10,0,0
dn15:33.11,"There are sentient beings that have gone totally beyond perceptions of form. With the ending of perceptions of impingement, not focusing on perceptions of diversity, aware that ‘space is infinite’, they have been reborn in the dimension of infinite space. ",,15:33.11,15,33,11,0,0
dn15:33.12,This is the fifth plane of consciousness. ,,15:33.12,15,33,12,0,0
dn15:33.13,"There are sentient beings that have gone totally beyond the dimension of infinite space. Aware that ‘consciousness is infinite’, they have been reborn in the dimension of infinite consciousness. ",,15:33.13,15,33,13,0,0
dn15:33.14,This is the sixth plane of consciousness. ,,15:33.14,15,33,14,0,0
dn15:33.15,"There are sentient beings that have gone totally beyond the dimension of infinite consciousness. Aware that ‘there is nothing at all’, they have been reborn in the dimension of nothingness. ",,15:33.15,15,33,15,0,0
dn15:33.16,This is the seventh plane of consciousness. ,,15:33.16,15,33,16,0,0
dn15:33.17,"Then there’s the dimension of non-percipient beings, and secondly, the dimension of neither perception nor non-perception. ",,15:33.17,15,33,17,0,0
dn15:34.1,"Now, regarding these seven planes of consciousness and two dimensions, ",,15:34.1,15,34,1,0,0
dn15:34.2,"is it appropriate for someone who understands them—and their origin, ending, gratification, drawback, and escape—to take pleasure in them?” ",,15:34.2,15,34,2,0,0
dn15:34.3,"“No, sir.” ",,15:34.3,15,34,3,0,0
dn15:34.4, ,,15:34.4,15,34,4,0,0
dn15:34.5, ,,15:34.5,15,34,5,0,0
dn15:34.6, ,,15:34.6,15,34,6,0,0
dn15:34.7, ,,15:34.7,15,34,7,0,0
dn15:34.8, ,,15:34.8,15,34,8,0,0
dn15:34.9, ,,15:34.9,15,34,9,0,0
dn15:34.10,"“When a mendicant, having truly understood the origin, ending, gratification, drawback, and escape regarding these seven planes of consciousness and these two dimensions, is freed by not grasping, they’re called a mendicant who is freed by wisdom. ",,15:34.10,15,34,10,0,0
dn15:35.0,6. The Eight Liberations,,15:35.0,15,35,0,0,0
dn15:35.1,"Ānanda, there are these eight liberations. ",,15:35.1,15,35,1,0,0
dn15:35.2,What eight? ,,15:35.2,15,35,2,0,0
dn15:35.3,"Having physical form, they see visions. ",,15:35.3,15,35,3,0,0
dn15:35.4,This is the first liberation. ,,15:35.4,15,35,4,0,0
dn15:35.5,"Not perceiving form internally, they see visions externally. ",,15:35.5,15,35,5,0,0
dn15:35.6,This is the second liberation. ,,15:35.6,15,35,6,0,0
dn15:35.7,They’re focused only on beauty. ,,15:35.7,15,35,7,0,0
dn15:35.8,This is the third liberation. ,,15:35.8,15,35,8,0,0
dn15:35.9,"Going totally beyond perceptions of form, with the ending of perceptions of impingement, not focusing on perceptions of diversity, aware that ‘space is infinite’, they enter and remain in the dimension of infinite space. ",,15:35.9,15,35,9,0,0
dn15:35.10,This is the fourth liberation. ,,15:35.10,15,35,10,0,0
dn15:35.11,"Going totally beyond the dimension of infinite space, aware that ‘consciousness is infinite’, they enter and remain in the dimension of infinite consciousness. ",,15:35.11,15,35,11,0,0
dn15:35.12,This is the fifth liberation. ,,15:35.12,15,35,12,0,0
dn15:35.13,"Going totally beyond the dimension of infinite consciousness, aware that ‘there is nothing at all’, they enter and remain in the dimension of nothingness. ",,15:35.13,15,35,13,0,0
dn15:35.14,This is the sixth liberation. ,,15:35.14,15,35,14,0,0
dn15:35.15,"Going totally beyond the dimension of nothingness, they enter and remain in the dimension of neither perception nor non-perception. ",,15:35.15,15,35,15,0,0
dn15:35.16,This is the seventh liberation. ,,15:35.16,15,35,16,0,0
dn15:35.17,"Going totally beyond the dimension of neither perception nor non-perception, they enter and remain in the cessation of perception and feeling. ",,15:35.17,15,35,17,0,0
dn15:35.18,This is the eighth liberation. ,,15:35.18,15,35,18,0,0
dn15:35.19,These are the eight liberations. ,,15:35.19,15,35,19,0,0
dn15:36.1,"When a mendicant enters into and withdraws from these eight liberations—in forward order, in reverse order, and in forward and reverse order—wherever they wish, whenever they wish, and for as long as they wish; ",Cp. AN 9.41,15:36.1,15,36,1,0,0
dn15:36.2,"and when they realize the undefiled freedom of heart and freedom by wisdom in this very life, and live having realized it with their own insight due to the ending of defilements, they’re called a mendicant who is freed both ways. ",,15:36.2,15,36,2,0,0
dn15:36.3,"And, Ānanda, there is no other freedom both ways that is better or finer than this.” ",,15:36.3,15,36,3,0,0
dn15:36.4,That is what the Buddha said. ,,15:36.4,15,36,4,0,0
dn15:36.5,"Satisfied, Venerable Ānanda was happy with what the Buddha said. ",,15:36.5,15,36,5,0,0
dn15:36.6,,,15:36.6,15,36,6,0,0
,,,,0,0,0,0,0
dn16:0.1,Long Discourses 16,,16:0.1,16,0,1,0,0
dn16:0.2,The Great Discourse on the Buddha’s Extinguishment ,,16:0.2,16,0,2,0,0
dn16:1.1.1,So I have heard. ,,16:1.1.1,16,1,1,1,0
dn16:1.1.2,"At one time the Buddha was staying near Rājagaha, on the Vulture’s Peak Mountain. ",,16:1.1.2,16,1,1,2,0
dn16:1.1.3,Now at that time King Ajātasattu Vedehiputta of Māgadha wanted to invade the Vajjis. ,,16:1.1.3,16,1,1,3,0
dn16:1.1.4,He declared: ,,16:1.1.4,16,1,1,4,0
dn16:1.1.5,"“I shall wipe out these Vajjis, so mighty and powerful! I shall destroy them, and lay ruin and devastation upon them!” ",,16:1.1.5,16,1,1,5,0
dn16:1.2.1,"And then King Ajātasattu addressed Vassakāra the brahmin minister of Māgadha, ",,16:1.2.1,16,1,2,1,0
dn16:1.2.2,"“Please, brahmin, go to the Buddha, and in my name bow with your head to his feet. Ask him if he is healthy and well, nimble, strong, and living comfortably. ",,16:1.2.2,16,1,2,2,0
dn16:1.2.3, ,,16:1.2.3,16,1,2,3,0
dn16:1.2.4,And then say: ,,16:1.2.4,16,1,2,4,0
dn16:1.2.5,"‘Sir, King Ajātasattu Vedehiputta of Māgadha wants to invade the Vajjis. ",,16:1.2.5,16,1,2,5,0
dn16:1.2.6,"He says, ",,16:1.2.6,16,1,2,6,0
dn16:1.2.7,"“I shall wipe out these Vajjis, so mighty and powerful! I shall destroy them, and lay ruin and devastation upon them!”’ ",,16:1.2.7,16,1,2,7,0
dn16:1.2.8,Remember well how the Buddha answers and tell it to me. ,,16:1.2.8,16,1,2,8,0
dn16:1.2.9,For Realized Ones say nothing that is not so.” ,,16:1.2.9,16,1,2,9,0
dn16:1.3.0,1. The Brahmin Vassakāra,,16:1.3.0,16,1,3,0,0
dn16:1.3.1,"“Yes, sir,” Vassakāra replied. He had the finest carriages harnessed. Then he mounted a fine carriage and, along with other fine carriages, set out from Rājagaha for the Vulture’s Peak Mountain. ",Reading yojapetva as per PTS.,16:1.3.1,16,1,3,1,0
dn16:1.3.2,"He went by carriage as far as the terrain allowed, then descended and approached the Buddha on foot, and exchanged greetings with him. ",,16:1.3.2,16,1,3,2,0
dn16:1.3.3,"When the greetings and polite conversation were over, he sat down to one side and said to the Buddha, ",,16:1.3.3,16,1,3,3,0
dn16:1.3.4,"“Master Gotama, King Ajātasattu Vedehiputta of Māgadha bows with his head to your feet. He asks if you are healthy and well, nimble, strong, and living comfortably. ",,16:1.3.4,16,1,3,4,0
dn16:1.3.5,"Master Gotama, King Ajātasattu wants to invade the Vajjis. ",,16:1.3.5,16,1,3,5,0
dn16:1.3.6,He has declared: ,,16:1.3.6,16,1,3,6,0
dn16:1.3.7,"‘I shall wipe out these Vajjis, so mighty and powerful! I shall destroy them, and lay ruin and devastation upon them!’” ",,16:1.3.7,16,1,3,7,0
dn16:1.4.0,2. Principles That Prevent Decline,,16:1.4.0,16,1,4,0,0
dn16:1.4.1,Now at that time Venerable Ānanda was standing behind the Buddha fanning him. ,,16:1.4.1,16,1,4,1,0
dn16:1.4.2,"Then the Buddha said to him, ",,16:1.4.2,16,1,4,2,0
dn16:1.4.3,"“Ānanda, have you heard that the Vajjis meet frequently and have many meetings?” ",,16:1.4.3,16,1,4,3,0
dn16:1.4.4,"“I have heard that, sir.” ",,16:1.4.4,16,1,4,4,0
dn16:1.4.5,"“As long as the Vajjis meet frequently and have many meetings, they can expect growth, not decline. ",,16:1.4.5,16,1,4,5,0
dn16:1.4.6,"Ānanda, have you heard that the Vajjis meet in harmony, leave in harmony, and carry on their business in harmony?” ",,16:1.4.6,16,1,4,6,0
dn16:1.4.7,"“I have heard that, sir.” ",,16:1.4.7,16,1,4,7,0
dn16:1.4.8,"“As long as the Vajjis meet in harmony, leave in harmony, and carry on their business in harmony, they can expect growth, not decline. ",,16:1.4.8,16,1,4,8,0
dn16:1.4.9,"Ānanda, have you heard that the Vajjis don’t make new decrees or abolish existing decrees, but proceed having undertaken the traditional Vajjian principles as they have been decreed?” ",,16:1.4.9,16,1,4,9,0
dn16:1.4.10,"“I have heard that, sir.” ",,16:1.4.10,16,1,4,10,0
dn16:1.4.11,"“As long as the Vajjis don’t make new decrees or abolish existing decrees, but proceed having undertaken the traditional Vajjian principles as they have been decreed, they can expect growth, not decline. ",,16:1.4.11,16,1,4,11,0
dn16:1.4.12,"Ānanda, have you heard that the Vajjis honor, respect, esteem, and venerate Vajjian elders, and think them worth listening to?” ",,16:1.4.12,16,1,4,12,0
dn16:1.4.13,"“I have heard that, sir.” ",,16:1.4.13,16,1,4,13,0
dn16:1.4.14,"“As long as the Vajjis honor, respect, esteem, and venerate Vajjian elders, and think them worth listening to, they can expect growth, not decline. ",,16:1.4.14,16,1,4,14,0
dn16:1.4.15,"Ānanda, have you heard that the Vajjis don’t rape or abduct women or girls from their families and force them to live with them?” ",,16:1.4.15,16,1,4,15,0
dn16:1.4.16,"“I have heard that, sir.” ",,16:1.4.16,16,1,4,16,0
dn16:1.4.17,"“As long as the Vajjis don’t rape or abduct women or girls from their families and force them to live with them, they can expect growth, not decline. ",,16:1.4.17,16,1,4,17,0
dn16:1.4.18,"Ānanda, have you heard that the Vajjis honor, respect, esteem, and venerate the Vajjian shrines, whether inner or outer, not neglecting the proper spirit-offerings that were given and made in the past?” ",,16:1.4.18,16,1,4,18,0
dn16:1.4.19,"“I have heard that, sir.” ",,16:1.4.19,16,1,4,19,0
dn16:1.4.20,"“As long as the Vajjis honor, respect, esteem, and venerate the Vajjian shrines, whether inner or outer, not neglecting the proper spirit-offerings that were given and made in the past, they can expect growth, not decline. ",,16:1.4.20,16,1,4,20,0
dn16:1.4.21,"Ānanda, have you heard that the Vajjis arrange for proper protection, shelter, and security for perfected ones, so that more perfected ones might come to the realm and those already here may live in comfort?” ",,16:1.4.21,16,1,4,21,0
dn16:1.4.22,"“I have heard that, sir.” ",,16:1.4.22,16,1,4,22,0
dn16:1.4.23,"“As long as the Vajjis arrange for proper protection, shelter, and security for perfected ones, so that more perfected ones might come to the realm and those already here may live in comfort, they can expect growth, not decline.” ",,16:1.4.23,16,1,4,23,0
dn16:1.5.1,"Then the Buddha said to Vassakāra, ",,16:1.5.1,16,1,5,1,0
dn16:1.5.2,"“Brahmin, this one time I was staying near Vesālī at the Sārandada woodland shrine. ",,16:1.5.2,16,1,5,2,0
dn16:1.5.3,There I taught the Vajjis these seven principles that prevent decline. ,,16:1.5.3,16,1,5,3,0
dn16:1.5.4,"As long as these seven principles that prevent decline last among the Vajjis, and as long as the Vajjis are seen following them, they can expect growth, not decline.” ",,16:1.5.4,16,1,5,4,0
dn16:1.5.5,"When the Buddha had spoken, Vassakāra said to him, ",,16:1.5.5,16,1,5,5,0
dn16:1.5.6,"“Master Gotama, if the Vajjis follow even a single one of these principles they can expect growth, not decline. ",,16:1.5.6,16,1,5,6,0
dn16:1.5.7,How much more so all seven! ,,16:1.5.7,16,1,5,7,0
dn16:1.5.8,"King Ajātasattu cannot defeat the Vajjis in war, unless by diplomacy or by sowing dissension. ",,16:1.5.8,16,1,5,8,0
dn16:1.5.9,"Well, now, Master Gotama, I must go. I have many duties, and much to do.” ",,16:1.5.9,16,1,5,9,0
dn16:1.5.10,"“Please, brahmin, go at your convenience.” ",,16:1.5.10,16,1,5,10,0
dn16:1.5.11,"Then Vassakāra the brahmin, having approved and agreed with what the Buddha said, got up from his seat and left. ",,16:1.5.11,16,1,5,11,0
dn16:1.6.0,3. Principles That Prevent Decline Among the Mendicants,,16:1.6.0,16,1,6,0,0
dn16:1.6.1,"Soon after he had left, the Buddha said to Ānanda, ",,16:1.6.1,16,1,6,1,0
dn16:1.6.2,"“Go, Ānanda, gather all the mendicants staying in the vicinity of Rājagaha together in the assembly hall.” ",,16:1.6.2,16,1,6,2,0
dn16:1.6.3,"“Yes, sir,” replied Ānanda. He did what the Buddha asked. Then he went back, bowed, stood to one side, and said to him, ",,16:1.6.3,16,1,6,3,0
dn16:1.6.4,"“Sir, the mendicant Saṅgha has assembled. Please, sir, go at your convenience.” ",,16:1.6.4,16,1,6,4,0
dn16:1.6.5,"Then the Buddha went to the assembly hall, where he sat on the seat spread out ",,16:1.6.5,16,1,6,5,0
dn16:1.6.6,and addressed the mendicants: ,,16:1.6.6,16,1,6,6,0
dn16:1.6.7,"“Mendicants, I will teach you these seven principles that prevent decline. ",,16:1.6.7,16,1,6,7,0
dn16:1.6.8,"Listen and pay close attention, I will speak.” ",,16:1.6.8,16,1,6,8,0
dn16:1.6.9,"“Yes, sir,” they replied. ",,16:1.6.9,16,1,6,9,0
dn16:1.6.10,The Buddha said this: ,,16:1.6.10,16,1,6,10,0
dn16:1.6.11,"“As long as the mendicants meet frequently and have many meetings, they can expect growth, not decline. ",,16:1.6.11,16,1,6,11,0
dn16:1.6.12,"As long as the mendicants meet in harmony, leave in harmony, and carry on their business in harmony, they can expect growth, not decline. ",,16:1.6.12,16,1,6,12,0
dn16:1.6.13,"As long as the mendicants don’t make new decrees or abolish existing decrees, but undertake and follow the training rules as they have been decreed, they can expect growth, not decline. ",,16:1.6.13,16,1,6,13,0
dn16:1.6.14,"As long as the mendicants honor, respect, esteem, and venerate the senior mendicants—of long standing, long gone forth, fathers and leaders of the Saṅgha—and think them worth listening to, they can expect growth, not decline. ",,16:1.6.14,16,1,6,14,0
dn16:1.6.15,"As long as the mendicants don’t fall under the sway of arisen craving for future lives, they can expect growth, not decline. ",,16:1.6.15,16,1,6,15,0
dn16:1.6.16,"As long as the mendicants take care to live in wilderness lodgings, they can expect growth, not decline. ",,16:1.6.16,16,1,6,16,0
dn16:1.6.17,"As long as the mendicants individually establish mindfulness, so that more good-hearted spiritual companions might come, and those that have already come may live comfortably, they can expect growth, not decline. ",,16:1.6.17,16,1,6,17,0
dn16:1.6.18,"As long as these seven principles that prevent decline last among the mendicants, and as long as the mendicants are seen following them, they can expect growth, not decline. ",,16:1.6.18,16,1,6,18,0
dn16:1.7.1,I will teach you seven more principles that prevent decline. … ,,16:1.7.1,16,1,7,1,0
dn16:1.7.2, ,,16:1.7.2,16,1,7,2,0
dn16:1.7.3, ,,16:1.7.3,16,1,7,3,0
dn16:1.7.4,"As long as the mendicants don’t relish work, loving it and liking to relish it, they can expect growth, not decline. ",,16:1.7.4,16,1,7,4,0
dn16:1.7.5,As long as they don’t enjoy talk … ,,16:1.7.5,16,1,7,5,0
dn16:1.7.6,sleep … ,,16:1.7.6,16,1,7,6,0
dn16:1.7.7,company … ,,16:1.7.7,16,1,7,7,0
dn16:1.7.8,"they don’t have wicked desires, falling under the sway of wicked desires … ",,16:1.7.8,16,1,7,8,0
dn16:1.7.9,"they don’t have bad friends, companions, and associates … ",,16:1.7.9,16,1,7,9,0
dn16:1.7.10,"they don’t stop half-way after achieving some insignificant distinction, they can expect growth, not decline. ",,16:1.7.10,16,1,7,10,0
dn16:1.8.1,"As long as these seven principles that prevent decline last among the mendicants, and as long as the mendicants are seen following them, they can expect growth, not decline. ",,16:1.8.1,16,1,8,1,0
dn16:1.8.2,I will teach you seven more principles that prevent decline. … ,,16:1.8.2,16,1,8,2,0
dn16:1.8.3,As long as the mendicants are faithful … ,,16:1.8.3,16,1,8,3,0
dn16:1.8.4,conscientious … ,,16:1.8.4,16,1,8,4,0
dn16:1.8.5,prudent … ,,16:1.8.5,16,1,8,5,0
dn16:1.8.6,learned … ,,16:1.8.6,16,1,8,6,0
dn16:1.8.7,energetic … ,,16:1.8.7,16,1,8,7,0
dn16:1.8.8,mindful … ,,16:1.8.8,16,1,8,8,0
dn16:1.8.9,"wise, they can expect growth, not decline. ",,16:1.8.9,16,1,8,9,0
dn16:1.8.10,"As long as these seven principles that prevent decline last among the mendicants, and as long as the mendicants are seen following them, they can expect growth, not decline. ",,16:1.8.10,16,1,8,10,0
dn16:1.8.11,I will teach you seven more principles that prevent decline. … ,,16:1.8.11,16,1,8,11,0
dn16:1.8.12, ,,16:1.8.12,16,1,8,12,0
dn16:1.8.13, ,,16:1.8.13,16,1,8,13,0
dn16:1.9.1,As long as the mendicants develop the awakening factors of mindfulness … ,,16:1.9.1,16,1,9,1,0
dn16:1.9.2,investigation of principles … ,,16:1.9.2,16,1,9,2,0
dn16:1.9.3,energy … ,,16:1.9.3,16,1,9,3,0
dn16:1.9.4,rapture … ,,16:1.9.4,16,1,9,4,0
dn16:1.9.5,tranquility … ,,16:1.9.5,16,1,9,5,0
dn16:1.9.6,immersion … ,,16:1.9.6,16,1,9,6,0
dn16:1.9.7,"equanimity, they can expect growth, not decline. ",,16:1.9.7,16,1,9,7,0
dn16:1.10.1,"As long as these seven principles that prevent decline last among the mendicants, and as long as the mendicants are seen following them, they can expect growth, not decline. ",,16:1.10.1,16,1,10,1,0
dn16:1.10.2,I will teach you seven more principles that prevent decline. … ,,16:1.10.2,16,1,10,2,0
dn16:1.10.3, ,,16:1.10.3,16,1,10,3,0
dn16:1.10.4, ,,16:1.10.4,16,1,10,4,0
dn16:1.10.5,As long as the mendicants develop the perceptions of impermanence … ,,16:1.10.5,16,1,10,5,0
dn16:1.10.6,not-self … ,,16:1.10.6,16,1,10,6,0
dn16:1.10.7,ugliness … ,,16:1.10.7,16,1,10,7,0
dn16:1.10.8,drawbacks … ,,16:1.10.8,16,1,10,8,0
dn16:1.10.9,giving up … ,,16:1.10.9,16,1,10,9,0
dn16:1.10.10,fading away … ,,16:1.10.10,16,1,10,10,0
dn16:1.10.11,"cessation, they can expect growth, not decline. ",,16:1.10.11,16,1,10,11,0
dn16:1.10.12,"As long as these seven principles that prevent decline last among the mendicants, and as long as the mendicants are seen following them, they can expect growth, not decline. ",,16:1.10.12,16,1,10,12,0
dn16:1.11.1,I will teach you six principles that prevent decline. … ,,16:1.11.1,16,1,11,1,0
dn16:1.11.2, ,,16:1.11.2,16,1,11,2,0
dn16:1.11.3, ,,16:1.11.3,16,1,11,3,0
dn16:1.11.4,As long as the mendicants consistently treat their spiritual companions with bodily kindness … ,,16:1.11.4,16,1,11,4,0
dn16:1.11.5,verbal kindness … ,,16:1.11.5,16,1,11,5,0
dn16:1.11.6,"and mental kindness both in public and in private, they can expect growth, not decline. ",,16:1.11.6,16,1,11,6,0
dn16:1.11.7,"As long as the mendicants share without reservation any material possessions they have gained by legitimate means, even the food placed in the alms-bowl, using them in common with their ethical spiritual companions, they can expect growth, not decline. ",,16:1.11.7,16,1,11,7,0
dn16:1.11.8,"As long as the mendicants live according to the precepts shared with their spiritual companions, both in public and in private—such precepts as are unbroken, impeccable, spotless, and unmarred, liberating, praised by sensible people, not mistaken, and leading to immersion—they can expect growth, not decline. ",,16:1.11.8,16,1,11,8,0
dn16:1.11.9,"As long as the mendicants live according to the view shared with their spiritual companions, both in public and in private—the view that is noble and emancipating, and leads one who practices it to the complete end of suffering—they can expect growth, not decline. ",,16:1.11.9,16,1,11,9,0
dn16:1.11.10,"As long as these six principles that prevent decline last among the mendicants, and as long as the mendicants are seen following them, they can expect growth, not decline.” ",,16:1.11.10,16,1,11,10,0
dn16:1.11.11, ,,16:1.11.11,16,1,11,11,0
dn16:1.12.1,And while staying there at the Vulture’s Peak the Buddha often gave this Dhamma talk to the mendicants: ,,16:1.12.1,16,1,12,1,0
dn16:1.12.2,"“Such is ethics, such is immersion, such is wisdom. ",,16:1.12.2,16,1,12,2,0
dn16:1.12.3,When immersion is imbued with ethics it’s very fruitful and beneficial. ,,16:1.12.3,16,1,12,3,0
dn16:1.12.4,When wisdom is imbued with immersion it’s very fruitful and beneficial. ,,16:1.12.4,16,1,12,4,0
dn16:1.12.5,"When the mind is imbued with wisdom it is rightly freed from the defilements, namely, ",,16:1.12.5,16,1,12,5,0
dn16:1.12.6,"the defilements of sensuality, desire to be reborn, and ignorance.” ",,16:1.12.6,16,1,12,6,0
dn16:1.13.1,"When the Buddha had stayed in Rājagaha as long as he wished, he addressed Venerable Ānanda, ",,16:1.13.1,16,1,13,1,0
dn16:1.13.2,"“Come, Ānanda, let’s go to Ambalaṭṭhikā.” ",,16:1.13.2,16,1,13,2,0
dn16:1.13.3,"“Yes, sir,” Ānanda replied. ",,16:1.13.3,16,1,13,3,0
dn16:1.13.4,"Then the Buddha together with a large Saṅgha of mendicants arrived at Ambalaṭṭhikā, ",,16:1.13.4,16,1,13,4,0
dn16:1.14.1,where he stayed in the royal rest-house. ,,16:1.14.1,16,1,14,1,0
dn16:1.14.2,"And while staying there, too, he often gave this Dhamma talk to the mendicants: ",,16:1.14.2,16,1,14,2,0
dn16:1.14.3,"“Such is ethics, such is immersion, such is wisdom. ",,16:1.14.3,16,1,14,3,0
dn16:1.14.4,When immersion is imbued with ethics it’s very fruitful and beneficial. ,,16:1.14.4,16,1,14,4,0
dn16:1.14.5,When wisdom is imbued with immersion it’s very fruitful and beneficial. ,,16:1.14.5,16,1,14,5,0
dn16:1.14.6,"When the mind is imbued with wisdom it is rightly freed from the defilements, namely, ",,16:1.14.6,16,1,14,6,0
dn16:1.14.7,"the defilements of sensuality, desire to be reborn, and ignorance.” ",,16:1.14.7,16,1,14,7,0
dn16:1.15.1,"When the Buddha had stayed in Ambalaṭṭhikā as long as he wished, he addressed Venerable Ānanda, ",,16:1.15.1,16,1,15,1,0
dn16:1.15.2,"“Come, Ānanda, let’s go to Nāḷandā.” ",,16:1.15.2,16,1,15,2,0
dn16:1.15.3,"“Yes, sir,” Ānanda replied. ",,16:1.15.3,16,1,15,3,0
dn16:1.15.4,"Then the Buddha together with a large Saṅgha of mendicants arrived at Nāḷandā, ",,16:1.15.4,16,1,15,4,0
dn16:1.15.5,where he stayed in Pāvārika’s mango grove. ,,16:1.15.5,16,1,15,5,0
dn16:1.16.0,4. Sāriputta’s Lion’s Roar,,16:1.16.0,16,1,16,0,0
dn16:1.16.1,"Then Sāriputta went up to the Buddha, bowed, sat down to one side, and said to him, ",,16:1.16.1,16,1,16,1,0
dn16:1.16.2,"“Sir, I have such confidence in the Buddha that ",,16:1.16.2,16,1,16,2,0
dn16:1.16.3,"I believe there’s no other ascetic or brahmin—whether past, future, or present—whose direct knowledge is superior to the Buddha when it comes to awakening.” ",,16:1.16.3,16,1,16,3,0
dn16:1.16.4,"“That’s a grand and dramatic statement, Sāriputta. You’ve roared a definitive, categorical lion’s roar, saying: ",,16:1.16.4,16,1,16,4,0
dn16:1.16.5,‘I have such confidence in the Buddha that ,,16:1.16.5,16,1,16,5,0
dn16:1.16.6,"I believe there’s no other ascetic or brahmin—whether past, future, or present—whose direct knowledge is superior to the Buddha when it comes to awakening.’ ",,16:1.16.6,16,1,16,6,0
dn16:1.16.7,"What about all the perfected ones, the fully awakened Buddhas who lived in the past? Have you comprehended their minds to know that ",,16:1.16.7,16,1,16,7,0
dn16:1.16.8,"those Buddhas had such ethics, or such qualities, or such wisdom, or such meditation, or such freedom?” ",,16:1.16.8,16,1,16,8,0
dn16:1.16.9,"“No, sir.” ",,16:1.16.9,16,1,16,9,0
dn16:1.16.10,"“And what about all the perfected ones, the fully awakened Buddhas who will live in the future? Have you comprehended their minds to know that ",,16:1.16.10,16,1,16,10,0
dn16:1.16.11,"those Buddhas will have such ethics, or such qualities, or such wisdom, or such meditation, or such freedom?” ",,16:1.16.11,16,1,16,11,0
dn16:1.16.12,"“No, sir.” ",,16:1.16.12,16,1,16,12,0
dn16:1.16.13,"“And what about me, the perfected one, the fully awakened Buddha at present? Have you comprehended my mind to know that ",,16:1.16.13,16,1,16,13,0
dn16:1.16.14,"I have such ethics, or such teachings, or such wisdom, or such meditation, or such freedom?” ",,16:1.16.14,16,1,16,14,0
dn16:1.16.15,"“No, sir.” ",,16:1.16.15,16,1,16,15,0
dn16:1.16.16,"“Well then, Sāriputta, given that you don’t comprehend the minds of Buddhas past, future, or present, ",,16:1.16.16,16,1,16,16,0
dn16:1.16.17,"what exactly are you doing, making such a grand and dramatic statement, roaring such a definitive, categorical lion’s roar?” ",,16:1.16.17,16,1,16,17,0
dn16:1.16.18, ,,16:1.16.18,16,1,16,18,0
dn16:1.17.1,"“Sir, though I don’t comprehend the minds of Buddhas past, future, and present, ",,16:1.17.1,16,1,17,1,0
dn16:1.17.2,still I understand this by inference from the teaching. ,,16:1.17.2,16,1,17,2,0
dn16:1.17.3,"Suppose there was a king’s frontier citadel with fortified embankments, ramparts, and arches, and a single gate. ",,16:1.17.3,16,1,17,3,0
dn16:1.17.4,"And it has a gatekeeper who is astute, competent, and intelligent. He keeps strangers out and lets known people in. ",,16:1.17.4,16,1,17,4,0
